,ï..year,month,day,dotw,start_hour,start_minute,end_hour,end_minute,event,value,units,caregiver,age
907,2020,1,9,Thursday,14,30,NA,NA,wet,NA,,ap,266
908,2020,1,9,Thursday,9,35,NA,NA,bottle,1,oz,ap,266
909,2020,1,9,Thursday,11,0,NA,NA,bottle,0,oz,ap,266
910,2020,1,9,Thursday,12,55,NA,NA,bottle,1.5,oz,ap,266
911,2020,1,9,Thursday,8,10,NA,NA,solids,2,fruit,ap,266
912,2020,1,9,Thursday,10,40,NA,NA,solids,3,noodles,ap,266
913,2020,1,9,Thursday,14,5,NA,NA,solids,3,fruit,ap,266
914,2020,1,9,Thursday,11,10,11,45,nap,NA,,ap,266
894,2020,1,10,Friday,8,30,NA,NA,wet,NA,,ap,267
895,2020,1,10,Friday,9,15,NA,NA,bowel,NA,,ap,267
896,2020,1,10,Friday,12,50,NA,NA,wet,NA,,ap,267
897,2020,1,10,Friday,9,0,NA,NA,bottle,1,oz,ap,267
898,2020,1,10,Friday,11,20,NA,NA,bottle,2,oz,ap,267
899,2020,1,10,Friday,8,0,NA,NA,solids,3,cheese_toast_apple,ap,267
900,2020,1,10,Friday,11,5,NA,NA,solids,3,noodles_banana_veggies,ap,267
901,2020,1,10,Friday,14,10,NA,NA,solids,3,gcracker,ap,267
902,2020,1,10,Friday,11,25,12,30,nap,NA,,ap,267
874,2020,1,13,Monday,7,45,NA,NA,wet,NA,,ap,270
875,2020,1,13,Monday,9,55,NA,NA,wet,NA,,ap,270
876,2020,1,13,Monday,12,25,NA,NA,wet,NA,,ap,270
877,2020,1,13,Monday,13,50,NA,NA,wet,NA,,kc,270
878,2020,1,13,Monday,11,7,12,20,nap,NA,,ap,270
879,2020,1,13,Monday,11,5,NA,NA,bottle,1,oz,ap,270
880,2020,1,13,Monday,14,0,NA,NA,bottle,2,oz,ap,270
881,2020,1,13,Monday,8,15,NA,NA,solids,3,cheerios,ap,270
882,2020,1,13,Monday,10,50,NA,NA,solids,3,noodles,ap,270
883,2020,1,13,Monday,14,5,NA,NA,solids,2,apple,ap,270
884,2020,1,14,Tuesday,8,10,NA,NA,wet,NA,,ap,271
885,2020,1,14,Tuesday,10,10,NA,NA,wet,NA,,ap,271
886,2020,1,14,Tuesday,12,0,NA,NA,wet,NA,,ap,271
887,2020,1,14,Tuesday,14,30,NA,NA,wet,NA,,ap,271
888,2020,1,14,Tuesday,9,15,NA,NA,bottle,2,oz,ap,271
889,2020,1,14,Tuesday,13,10,NA,NA,bottle,0.5,oz,ap,271
890,2020,1,14,Tuesday,10,27,11,30,nap,NA,,ap,271
891,2020,1,14,Tuesday,8,40,NA,NA,solids,1,toast_apple,ap,271
892,2020,1,14,Tuesday,11,30,NA,NA,solids,2.5,apple,ap,271
893,2020,1,14,Tuesday,14,15,NA,NA,solids,3,fruit,ap,271
915,2020,1,15,Wednesday,8,30,NA,NA,wet,NA,,ap,272
916,2020,1,15,Wednesday,10,6,NA,NA,bowel,NA,,kc,272
917,2020,1,15,Wednesday,12,12,NA,NA,wet,NA,,ap,272
918,2020,1,15,Wednesday,14,0,NA,NA,dry,NA,,ap,272
919,2020,1,15,Wednesday,11,7,12,9,nap,NA,,ap,272
920,2020,1,15,Wednesday,9,10,NA,NA,bottle,0,oz,ap,272
921,2020,1,15,Wednesday,11,0,NA,NA,bottle,1,oz,ap,272
922,2020,1,15,Wednesday,13,0,NA,NA,bottle,0,oz,ap,272
923,2020,1,15,Wednesday,8,10,NA,NA,solids,3,cereal,ap,272
924,2020,1,15,Wednesday,10,50,NA,NA,solids,2,turkey_potato_pineapple,ap,272
925,2020,1,15,Wednesday,13,55,NA,NA,solids,NA,banana_animalcrackers,ap,272
926,2020,1,16,Thursday,7,2,NA,NA,dry,NA,,kc,273
927,2020,1,16,Thursday,8,30,NA,NA,wet,NA,,ap,273
928,2020,1,16,Thursday,10,30,NA,NA,wet,NA,,ap,273
929,2020,1,16,Thursday,12,20,NA,NA,wet,NA,,ap,273
930,2020,1,16,Thursday,14,6,NA,NA,wet,NA,,kc,273
931,2020,1,16,Thursday,9,30,NA,NA,bottle,0.5,oz,ap,273
932,2020,1,16,Thursday,14,20,NA,NA,bottle,0,oz,ap,273
933,2020,1,16,Thursday,11,20,12,15,nap,NA,,ap,273
934,2020,1,16,Thursday,8,10,NA,NA,solids,3,toast_oatmeal,ap,273
935,2020,1,16,Thursday,10,45,NA,NA,solids,3,chicken_broccoli_pineapple,ap,273
936,2020,1,16,Thursday,12,25,NA,NA,solids,3,blueberries,ap,273
937,2020,1,16,Thursday,13,45,NA,NA,solids,3,blueberries_animalcrackers_yogurt,ap,273
